Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Customer ID,Policy Duration Days,Policy Duration Category,Active Policy Flag,Name,Gender,Age,Occupation,Marital Status,"Address (City, State, Zip Code)",Age Bucket,Married Flag,Senior Citizen Flag,Customer Segment,Agent ID,Renewal Status,Policy Discounts,Risk Score,High_Risk_Flag,Risk Category,High Risk Flag,Renewal Segment
POL01860747,Property,432018,889.86,2018-08-03,2024-10-12,Quarterly,Terminated,CUST69145217,2262,Long Term,0,Jason Mcdonald,Female,83,Stage manager,Single,"Coryton, Wyoming, 60307",56+,0,1,Senior Adult,AGT61002687,Pending,7,53,0,Medium Risk,0,At Risk
POL49959847,Auto,221447,562.4,2018-03-18,2020-09-18,Quarterly,Active,CUST29828643,915,Medium Term,1,Heather Prince,Other,66,Dancer,Single,"Port Juan, Kentucky, 39015",56+,0,1,Senior Adult,AGT29482086,Pending,46,46,0,Medium Risk,0,At Risk
POL69437529,Health,287646,1028.56,2019-12-04,2025-09-06,Quarterly,Terminated,CUST01590733,2103,Long Term,0,Derek Simmons,Female,76,Arboriculturist,Single,"Smithland, Iowa, 86377",56+,0,1,Senior Adult,AGT49731977,Renewed,48,5,0,Low Risk,0,Loyal
POL71731028,Life,465909,1123.29,2016-02-29,2019-11-19,Monthly,Terminated,CUST82593555,1359,Long Term,0,John Grant,Other,30,Waste management officer,Single,"Fergusonshire, Minnesota, 88333",26-35,0,0,Young Adult,AGT99269595,Not Renewed,30,94,1,High Risk,1,Churned
POL22702092,Auto,231419,754.5,2022-07-07,2029-11-12,Annually,Terminated,CUST00277838,2685,Long Term,0,Kenneth Allen,Female,73,Radio broadcast assistant,Divorced,"Nancyfurt, Alaska, 29034",56+,0,1,Senior Adult,AGT27401713,Not Renewed,15,32,0,Medium Risk,0,Churned
POL21489269,Life,441413,211.68,2021-12-28,2029-07-31,Quarterly,Lapsed,CUST42144401,2772,Long Term,0,Charlotte Thompson,Male,60,"Buyer, industrial",Divorced,"Samanthabury, Hawaii, 77347",56+,0,1,Senior Adult,AGT84963028,Pending,9,77,1,High Risk,1,At Risk
POL45984534,Health,375417,971.47,2020-06-20,2025-03-10,Monthly,Lapsed,CUST47660840,1724,Long Term,0,Lance Powell,Female,70,Estate manager/land agent,Married,"West Timothy, South Dakota, 42874",56+,1,1,Senior Adult,AGT33631156,Pending,2,2,0,Low Risk,0,At Risk
POL21893654,Auto,45606,879.41,2024-02-22,2026-11-16,Annually,Terminated,CUST86116437,998,Medium Term,0,Melinda Henderson,Male,35,Regulatory affairs officer,Married,"North Danny, Washington, 71575",26-35,1,0,Middle Age,AGT60548674,Renewed,2,81,1,High Risk,1,Loyal
POL88802098,Auto,273960,479.65,2023-08-10,2026-08-07,Quarterly,Active,CUST51519356,1093,Medium Term,1,Kimberly Reyes,Other,71,"Accountant, chartered certified",Married,"North Thomas, Maryland, 45977",56+,1,1,Senior Adult,AGT15928890,Renewed,23,90,1,High Risk,1,Loyal
POL47409156,Health,264789,1905.54,2019-12-24,2026-05-07,Annually,Active,CUST73828464,2326,Long Term,1,Shawn Miller,Other,40,Amenity horticulturist,Married,"Jaredchester, Oregon, 91550",36-45,1,0,Middle Age,AGT42221698,Not Renewed,20,10,0,Low Risk,0,Churned
POL12333540,Health,46816,1668.53,2021-08-01,2029-04-13,Annually,Terminated,CUST21128128,2812,Long Term,0,Evan Houston,Other,62,Sales executive,Single,"East Kellychester, Nevada, 90662",56+,0,1,Senior Adult,AGT99012819,Renewed,13,56,0,Medium Risk,0,Loyal
POL97112066,Auto,343290,1056.55,2024-08-04,2029-06-25,Quarterly,Active,CUST83206040,1786,Long Term,1,Crystal Riggs,Male,76,"Designer, ceramics/pottery",Widowed,"New Brendahaven, Oregon, 43223",56+,0,1,Senior Adult,AGT60367390,Pending,49,39,0,Medium Risk,0,At Risk
POL83318258,Health,85187,1452.71,2024-03-28,2030-10-03,Monthly,Active,CUST09191986,2380,Long Term,1,Alexandra Wilson,Other,25,"Runner, broadcasting/film/video",Single,"Contrerasburgh, Missouri, 48315",18-25,0,0,Young Adult,AGT16692500,Renewed,4,96,1,High Risk,1,Loyal
POL98060005,Life,239992,1403.26,2024-03-03,2028-09-25,Annually,Active,CUST08620277,1667,Long Term,1,Erika Williams,Other,25,IT trainer,Divorced,"North Vanessafort, Missouri, 76179",18-25,0,0,Young Adult,AGT87673631,Renewed,6,31,0,Medium Risk,0,Loyal
POL54140134,Auto,101121,1043.2,2022-01-29,2031-08-06,Monthly,Lapsed,CUST04695158,3476,Long Term,0,Ronald Cline,Female,18,Retail manager,Divorced,"Vincentville, New Hampshire, 85144",18-25,0,0,Young Adult,AGT39341646,Pending,13,86,1,High Risk,1,At Risk
POL68523270,Auto,232985,551.03,2023-02-12,2030-12-23,Quarterly,Active,CUST88220946,2871,Long Term,1,Caitlin Butler,Other,54,"Pharmacist, hospital",Divorced,"Lake Lawrencetown, Virginia, 06253",46-55,0,0,Senior Adult,AGT15986892,Renewed,18,31,0,Medium Risk,0,Loyal
POL24523489,Life,185550,119.84,2021-01-11,2030-10-01,Annually,Terminated,CUST86360336,3550,Long Term,0,Robin West,Female,68,Commercial horticulturist,Married,"Port Samuel, South Carolina, 88621",56+,1,1,Senior Adult,AGT34579920,Not Renewed,12,96,1,High Risk,1,Churned
POL63559916,Auto,293991,1559.1,2024-01-06,2027-12-14,Quarterly,Lapsed,CUST32620909,1438,Long Term,0,Sarah Smith,Female,59,Operational researcher,Married,"East Jennifer, Wyoming, 78777",56+,1,0,Senior Adult,AGT59554873,Not Renewed,23,66,0,High Risk,0,Churned
POL04817251,Health,315961,1371.88,2024-12-05,2030-12-03,Annually,Lapsed,CUST50159026,2189,Long Term,0,Dylan Meyer,Female,61,Passenger transport manager,Widowed,"Robertfort, Georgia, 72285",56+,0,1,Senior Adult,AGT08527717,Not Renewed,34,97,1,High Risk,1,Churned
POL16158469,Property,291697,162.3,2019-12-03,2024-03-12,Quarterly,Active,CUST08745607,1561,Long Term,1,Kimberly Joseph,Female,19,Chief Technology Officer,Widowed,"Boydfort, Tennessee, 03166",18-25,0,0,Young Adult,AGT12372743,Pending,7,19,0,Low Risk,0,At Risk
POL70411495,Auto,333007,1773.53,2024-11-29,2028-03-15,Annually,Terminated,CUST49016326,1202,Long Term,0,Patricia Walker,Female,43,Food technologist,Widowed,"New Ashley, Idaho, 26180",36-45,0,0,Middle Age,AGT41927714,Renewed,27,68,0,High Risk,0,Loyal
POL04317062,Life,184280,264.53,2024-03-27,2030-07-06,Quarterly,Lapsed,CUST72652198,2292,Long Term,0,Mark Harris,Female,85,Purchasing manager,Married,"East Kelly, Kansas, 97709",56+,1,1,Senior Adult,AGT78768111,Renewed,36,44,0,Medium Risk,0,Loyal
POL65664761,Health,289837,244.93,2024-01-05,2031-11-15,Quarterly,Lapsed,CUST42907501,2871,Long Term,0,Jeffery Thomas,Female,65,"Engineer, communications",Married,"Port Andreamouth, West Virginia, 06781",56+,1,1,Senior Adult,AGT92749001,Renewed,3,70,1,High Risk,1,Loyal
POL97107834,Auto,106213,1088.26,2018-09-12,2024-09-17,Annually,Lapsed,CUST25095128,2197,Long Term,0,Christine Rogers,Male,46,Youth worker,Widowed,"Castilloberg, Colorado, 70703",46-55,0,0,Middle Age,AGT89914925,Not Renewed,0,96,1,High Risk,1,Churned
POL54636114,Life,135480,1918.9,2021-01-31,2027-05-31,Annually,Lapsed,CUST75884494,2311,Long Term,0,Shannon Rios,Male,73,Fashion designer,Married,"North Amandachester, Wisconsin, 45872",56+,1,1,Senior Adult,AGT29908905,Pending,34,52,0,Medium Risk,0,At Risk
POL46770635,Auto,42831,269.51,2015-03-18,2016-08-30,Annually,Active,CUST63224514,531,Medium Term,1,Brenda Brown,Female,22,Careers information officer,Married,"Josephhaven, Kentucky, 76546",18-25,1,0,Young Adult,AGT61116641,Pending,28,66,0,High Risk,0,At Risk
POL31689204,Property,74092,1563.36,2015-10-25,2023-02-17,Quarterly,Terminated,CUST50829047,2672,Long Term,0,Jessica Fleming,Male,53,Information officer,Widowed,"Munoztown, Illinois, 77082",46-55,0,0,Senior Adult,AGT57708211,Renewed,50,65,0,High Risk,0,Loyal
POL01562531,Health,80311,780.75,2024-07-07,2027-04-18,Monthly,Active,CUST41801829,1015,Medium Term,1,Adam Hayes,Male,36,Warden/ranger,Single,"South Beth, New York, 71958",36-45,0,0,Middle Age,AGT68431173,Pending,20,11,0,Low Risk,0,At Risk
POL05208106,Auto,409481,162.41,2016-08-05,2019-02-17,Annually,Terminated,CUST90806547,926,Medium Term,0,Brandon Jones,Female,52,"Engineer, manufacturing",Single,"North Victoriaville, Arizona, 30513",46-55,0,0,Senior Adult,AGT76152251,Not Renewed,34,14,0,Low Risk,0,Churned
POL82154213,Auto,403717,1963.57,2015-02-17,2016-06-23,Quarterly,Terminated,CUST02892033,492,Medium Term,0,Jeffery Lopez,Other,61,Camera operator,Married,"Nguyenchester, Georgia, 42027",56+,1,1,Senior Adult,AGT00526785,Renewed,14,99,1,High Risk,1,Loyal
POL93979639,Auto,249856,1824.69,2015-12-26,2020-01-24,Monthly,Active,CUST25235794,1490,Long Term,1,Mark Gross,Male,85,Lexicographer,Divorced,"Markfort, Connecticut, 00758",56+,0,1,Senior Adult,AGT34200164,Pending,32,100,1,High Risk,1,At Risk
POL42360341,Property,494603,1737.08,2024-06-11,2033-06-17,Quarterly,Active,CUST37286375,3293,Long Term,1,Danielle Gutierrez,Other,56,"Education officer, museum",Widowed,"West Daniel, Oklahoma, 37083",56+,0,0,Senior Adult,AGT22232497,Not Renewed,8,28,0,Low Risk,0,Churned
POL06836904,Health,194085,1037.14,2018-12-26,2026-03-03,Quarterly,Lapsed,CUST18040436,2624,Long Term,0,Amanda Chavez,Female,70,Set designer,Widowed,"Smithburgh, Tennessee, 95264",56+,0,1,Senior Adult,AGT76969909,Renewed,16,11,0,Low Risk,0,Loyal
POL56668614,Health,216613,801.06,2023-01-31,2032-07-29,Annually,Active,CUST71549116,3467,Long Term,1,Preston Gutierrez,Male,32,"Engineer, production",Widowed,"Salazarchester, Oklahoma, 99437",26-35,0,0,Middle Age,AGT78175799,Renewed,3,64,0,High Risk,0,Loyal
POL30563403,Health,344108,890.14,2016-10-31,2020-02-24,Quarterly,Active,CUST03785984,1211,Long Term,1,Alexis Taylor,Female,79,Telecommunications researcher,Divorced,"Kimberlyfort, Oklahoma, 10543",56+,0,1,Senior Adult,AGT77739294,Pending,46,6,0,Low Risk,0,At Risk
POL99360572,Health,440794,861.52,2019-11-26,2022-04-27,Monthly,Terminated,CUST86176694,883,Medium Term,0,Kevin Hoffman,Female,74,Public relations account executive,Divorced,"Dakotashire, Rhode Island, 39318",56+,0,1,Senior Adult,AGT24454901,Not Renewed,7,96,1,High Risk,1,Churned
POL34787590,Auto,398931,1916.87,2022-01-25,2030-05-26,Quarterly,Lapsed,CUST82342677,3043,Long Term,0,Julia Smith,Other,32,Armed forces logistics/support/administrative officer,Married,"Port Deborah, Florida, 33467",26-35,1,0,Middle Age,AGT69535902,Pending,18,20,0,Low Risk,0,At Risk
POL87094510,Health,193514,324.05,2016-12-02,2021-04-06,Monthly,Lapsed,CUST89973347,1586,Long Term,0,Cole Johnson,Male,51,"Conservation officer, nature",Divorced,"Troystad, New Hampshire, 40313",46-55,0,0,Senior Adult,AGT90019214,Pending,48,9,0,Low Risk,0,At Risk
POL39823507,Auto,410538,1015.17,2023-10-11,2030-09-20,Annually,Lapsed,CUST69530630,2536,Long Term,0,Cheryl Reyes,Male,25,"Therapist, occupational",Widowed,"Kimberlyside, North Carolina, 16188",18-25,0,0,Young Adult,AGT87441246,Not Renewed,30,15,0,Low Risk,0,Churned
POL27805496,Auto,227002,275.18,2015-11-24,2022-03-31,Annually,Active,CUST48697725,2319,Long Term,1,Joshua Baker,Other,69,"Education officer, environmental",Widowed,"Erikafurt, Nevada, 43610",56+,0,1,Senior Adult,AGT00165849,Pending,4,8,0,Low Risk,0,At Risk
POL75285626,Property,229938,957.72,2023-03-30,2033-01-31,Quarterly,Terminated,CUST38324332,3595,Long Term,0,Janice Horton,Other,30,Probation officer,Single,"Matthewfort, Texas, 12862",26-35,0,0,Young Adult,AGT81065381,Not Renewed,47,94,1,High Risk,1,Churned
POL33045617,Auto,220956,288.63,2020-08-09,2028-11-27,Annually,Terminated,CUST87912840,3032,Long Term,0,Kristina Adams,Female,84,Higher education careers adviser,Widowed,"New Melinda, Arkansas, 49324",56+,0,1,Senior Adult,AGT05483710,Pending,38,98,1,High Risk,1,At Risk
POL43978572,Health,327057,1405.9,2021-02-01,2022-08-07,Annually,Active,CUST14150053,552,Medium Term,1,Michael Mitchell,Female,65,Field trials officer,Widowed,"North Michaelfort, New Jersey, 50769",56+,0,1,Senior Adult,AGT59570266,Renewed,42,87,1,High Risk,1,Loyal
POL97172919,Property,126771,1118.25,2021-05-23,2028-06-05,Quarterly,Active,CUST61113978,2570,Long Term,1,Mr. Michael Lowe,Male,85,Ergonomist,Divorced,"Ashleyside, California, 66996",56+,0,1,Senior Adult,AGT94182643,Not Renewed,24,80,1,High Risk,1,Churned
POL57660624,Auto,81928,1967.27,2019-01-03,2028-11-10,Quarterly,Lapsed,CUST84444696,3599,Long Term,0,James Mason,Female,19,Mudlogger,Single,"South John, Florida, 61130",18-25,0,0,Young Adult,AGT57438348,Renewed,1,66,0,High Risk,0,Loyal
POL97141577,Property,175514,1004.72,2024-12-15,2029-09-05,Monthly,Lapsed,CUST79853995,1725,Long Term,0,Maureen Browning,Female,75,Animator,Divorced,"Port Jason, Kentucky, 20259",56+,0,1,Senior Adult,AGT49428557,Not Renewed,43,100,1,High Risk,1,Churned
POL72882206,Property,404422,858.64,2016-10-25,2018-02-22,Annually,Terminated,CUST05834498,485,Medium Term,0,Carolyn Ellis,Female,77,Oncologist,Divorced,"Scottstad, Connecticut, 80042",56+,0,1,Senior Adult,AGT29163029,Renewed,8,28,0,Low Risk,0,Loyal
POL18209726,Property,445308,725.37,2015-03-01,2020-11-29,Annually,Active,CUST90453067,2100,Long Term,1,Tina Camacho,Male,37,Diplomatic Services operational officer,Divorced,"Wilsonport, Illinois, 35803",36-45,0,0,Middle Age,AGT71347223,Renewed,37,20,0,Low Risk,0,Loyal
POL13830672,Property,232447,1800.99,2024-01-10,2032-10-04,Monthly,Lapsed,CUST70814033,3190,Long Term,0,Nancy Parks,Male,39,"Psychologist, counselling",Divorced,"New Sandrachester, Missouri, 22955",36-45,0,0,Middle Age,AGT73300909,Pending,1,99,1,High Risk,1,At Risk
POL47058325,Life,221931,436.6,2023-08-20,2030-01-12,Annually,Active,CUST10638398,2337,Long Term,1,Amanda Lopez,Other,74,Barista,Married,"Annaville, Washington, 29795",56+,1,1,Senior Adult,AGT92567481,Not Renewed,31,14,0,Low Risk,0,Churned
POL81166647,Health,239272,758.71,2016-04-02,2018-01-05,Annually,Active,CUST57771662,643,Medium Term,1,Laura Smith,Female,81,"Production assistant, radio",Married,"New Sharon, Mississippi, 60354",56+,1,1,Senior Adult,AGT85062179,Renewed,35,88,1,High Risk,1,Loyal
POL38243316,Property,55791,459.16,2023-09-17,2025-10-09,Monthly,Active,CUST10072038,753,Medium Term,1,Richard Young,Male,47,Analytical chemist,Single,"Lake Michelletown, Alaska, 13207",46-55,0,0,Middle Age,AGT83157774,Not Renewed,16,95,1,High Risk,1,Churned
POL54451854,Auto,68103,1196.35,2021-11-03,2029-06-14,Annually,Terminated,CUST86319543,2780,Long Term,0,Joshua Wilson,Other,19,"Surveyor, mining",Divorced,"Michelleville, South Carolina, 49192",18-25,0,0,Young Adult,AGT06205845,Not Renewed,43,2,0,Low Risk,0,Churned
POL82263236,Health,367230,1168.47,2021-02-18,2024-09-01,Annually,Terminated,CUST64402425,1291,Long Term,0,Kelsey Brewer,Other,77,Office manager,Single,"Humphreyberg, South Dakota, 44786",56+,0,1,Senior Adult,AGT47134054,Pending,42,27,0,Low Risk,0,At Risk
POL90131284,Life,318411,786.87,2024-05-23,2026-02-23,Quarterly,Lapsed,CUST12138426,641,Medium Term,0,Nicole Valencia,Male,44,"Teacher, English as a foreign language",Married,"New Bryan, Michigan, 34467",36-45,1,0,Middle Age,AGT16339543,Renewed,17,99,1,High Risk,1,Loyal
POL26293582,Life,155031,499.26,2017-02-12,2025-09-30,Quarterly,Terminated,CUST93980968,3152,Long Term,0,Anthony Cline,Female,82,Museum/gallery exhibitions officer,Single,"Amandamouth, Florida, 97019",56+,0,1,Senior Adult,AGT56192595,Not Renewed,8,76,1,High Risk,1,Churned
POL78678051,Property,476410,269.28,2023-02-13,2030-06-21,Annually,Active,CUST00931814,2685,Long Term,1,Jenna Padilla,Male,84,Environmental health practitioner,Single,"New Bridget, Maine, 89674",56+,0,1,Senior Adult,AGT59569820,Not Renewed,0,78,1,High Risk,1,Churned
POL47598430,Property,26158,1570.05,2024-05-09,2025-09-04,Quarterly,Active,CUST07975719,483,Medium Term,1,Daniel Goodwin,Male,43,Broadcast engineer,Widowed,"Tanyaview, Mississippi, 32800",36-45,0,0,Middle Age,AGT03066612,Not Renewed,40,11,0,Low Risk,0,Churned
POL81442858,Health,375571,1988.32,2017-02-13,2026-02-03,Monthly,Lapsed,CUST94694770,3277,Long Term,0,Megan Barber,Female,52,Careers adviser,Single,"Kellerfurt, Oregon, 83938",46-55,0,0,Senior Adult,AGT34664827,Renewed,49,16,0,Low Risk,0,Loyal
POL55191578,Health,434502,157.38,2021-01-21,2024-01-05,Monthly,Lapsed,CUST44886949,1079,Medium Term,0,Abigail Bell,Male,62,Operational researcher,Single,"Lake Kimberly, Louisiana, 92640",56+,0,1,Senior Adult,AGT54315529,Not Renewed,20,66,0,High Risk,0,Churned
POL27120331,Health,265186,612.64,2020-03-07,2029-09-22,Monthly,Active,CUST66760762,3486,Long Term,1,Gary Villarreal,Other,45,Chartered loss adjuster,Single,"Ballmouth, Idaho, 72987",36-45,0,0,Middle Age,AGT66235603,Not Renewed,46,25,0,Low Risk,0,Churned
POL07162543,Auto,51832,1077.26,2016-12-14,2018-08-18,Monthly,Active,CUST24817468,612,Medium Term,1,Leslie Bennett,Male,48,Recruitment consultant,Single,"South Rachelmouth, Mississippi, 70593",46-55,0,0,Middle Age,AGT35207521,Not Renewed,31,20,0,Low Risk,0,Churned
POL95376981,Property,483726,759.62,2024-12-17,2032-09-15,Quarterly,Active,CUST80620284,2829,Long Term,1,Anthony Griffin,Female,27,Site engineer,Single,"Lake Sheri, Utah, 81047",26-35,0,0,Young Adult,AGT70373802,Renewed,32,83,1,High Risk,1,Loyal
POL52820408,Auto,271449,1752.52,2021-04-19,2026-03-15,Monthly,Terminated,CUST02597184,1791,Long Term,0,Fred Deleon,Female,57,Commercial art gallery manager,Single,"East Jimmy, Florida, 69913",56+,0,0,Senior Adult,AGT98646739,Pending,13,40,0,Medium Risk,0,At Risk
POL19547939,Auto,428483,1282.64,2018-02-03,2023-04-13,Monthly,Terminated,CUST81461842,1895,Long Term,0,Catherine Mays,Other,48,Corporate treasurer,Divorced,"East Amymouth, Iowa, 27228",46-55,0,0,Middle Age,AGT92454216,Pending,24,64,0,High Risk,0,At Risk
POL68111520,Health,99188,274.16,2021-10-05,2028-03-17,Monthly,Active,CUST84535664,2355,Long Term,1,Brandi Parker,Male,47,Associate Professor,Widowed,"Lake Jesseshire, Florida, 08038",46-55,0,0,Middle Age,AGT00952090,Renewed,27,90,1,High Risk,1,Loyal
POL36499322,Auto,102740,328.55,2020-07-16,2028-05-22,Monthly,Active,CUST81795137,2867,Long Term,1,Aaron Vega,Other,21,"Engineer, maintenance (IT)",Married,"Richardsland, Oregon, 14299",18-25,1,0,Young Adult,AGT19951838,Renewed,28,81,1,High Risk,1,Loyal
POL32150481,Life,241414,1278.33,2019-04-20,2027-04-13,Annually,Terminated,CUST78772723,2915,Long Term,0,Sharon Lawrence,Other,66,Environmental education officer,Single,"Rosebury, West Virginia, 02890",56+,0,1,Senior Adult,AGT03921996,Not Renewed,10,30,0,Low Risk,0,Churned
POL88380542,Life,147408,1688.01,2020-04-05,2022-10-11,Monthly,Terminated,CUST35180038,919,Medium Term,0,Christopher Perez,Other,32,Exercise physiologist,Widowed,"East Ruthmouth, Nevada, 13546",26-35,0,0,Middle Age,AGT39617618,Renewed,20,93,1,High Risk,1,Loyal
POL80647168,Property,120453,1831.12,2019-05-12,2027-09-26,Monthly,Active,CUST30512637,3059,Long Term,1,Amanda Peterson,Other,26,Microbiologist,Married,"Lake Markshire, Wisconsin, 16032",26-35,1,0,Young Adult,AGT61433055,Renewed,43,57,0,Medium Risk,0,Loyal
POL38987416,Health,42350,664.09,2022-01-09,2028-10-28,Monthly,Active,CUST29662093,2484,Long Term,1,Christopher Williams,Other,80,Health and safety inspector,Widowed,"Crossside, New Mexico, 38403",56+,0,1,Senior Adult,AGT11706758,Renewed,3,59,0,Medium Risk,0,Loyal
POL00083014,Life,202142,152.98,2021-09-02,2027-06-19,Quarterly,Terminated,CUST40516075,2116,Long Term,0,Richard Powers,Female,60,Television floor manager,Widowed,"East Alexis, Georgia, 24915",56+,0,1,Senior Adult,AGT32700673,Renewed,4,14,0,Low Risk,0,Loyal
POL31461864,Life,344602,135.38,2020-03-14,2026-03-18,Annually,Terminated,CUST63054181,2195,Long Term,0,Annette Moore,Female,19,Chiropodist,Widowed,"Port Roy, Florida, 68522",18-25,0,0,Young Adult,AGT05655177,Renewed,10,79,1,High Risk,1,Loyal
POL54483538,Auto,116896,1572.59,2016-09-22,2020-12-18,Quarterly,Terminated,CUST44342472,1548,Long Term,0,Claudia Tran,Male,77,Brewing technologist,Divorced,"South Daniel, Pennsylvania, 85920",56+,0,1,Senior Adult,AGT68490761,Not Renewed,46,81,1,High Risk,1,Churned
POL81378407,Property,150335,1598.5,2016-09-26,2025-11-06,Quarterly,Active,CUST78637134,3328,Long Term,1,David Yates,Male,54,Publishing copy,Divorced,"New Joseph, Georgia, 70469",46-55,0,0,Senior Adult,AGT73659480,Pending,37,6,0,Low Risk,0,At Risk
POL61308425,Property,420245,1942.6,2023-11-10,2030-08-11,Monthly,Terminated,CUST79016088,2466,Long Term,0,Mr. Vincent Roth,Female,76,Architect,Widowed,"Lake Michael, West Virginia, 42904",56+,0,1,Senior Adult,AGT67056573,Renewed,27,68,0,High Risk,0,Loyal
POL38013131,Auto,41991,1790.2,2022-01-03,2028-04-16,Monthly,Terminated,CUST67038482,2295,Long Term,0,Michael Munoz,Male,69,Prison officer,Widowed,"Lake Martha, Vermont, 97508",56+,0,1,Senior Adult,AGT54103993,Not Renewed,34,92,1,High Risk,1,Churned
POL05346323,Life,377821,469.6,2024-04-20,2031-07-26,Monthly,Lapsed,CUST09841369,2653,Long Term,0,Christopher Holloway,Female,50,Water engineer,Single,"Brittanybury, Indiana, 28368",46-55,0,0,Middle Age,AGT40123775,Pending,43,13,0,Low Risk,0,At Risk
POL64258389,Health,140119,1024.26,2024-07-17,2030-06-01,Monthly,Active,CUST28357312,2145,Long Term,1,Jennifer Schmidt,Other,50,Musician,Divorced,"Perezstad, Oklahoma, 09199",46-55,0,0,Middle Age,AGT25548856,Pending,27,80,1,High Risk,1,At Risk
POL17357252,Property,18996,956.31,2015-11-11,2024-12-26,Annually,Active,CUST48850257,3333,Long Term,1,Lisa Barajas,Female,42,"Journalist, newspaper",Widowed,"West Dan, Massachusetts, 32732",36-45,0,0,Middle Age,AGT19506228,Renewed,36,95,1,High Risk,1,Loyal
